clusterID,Values,Size,IDs
cluster_11159, 3XJ57UTABA; 41054083; 192545265171; , 1,pcmg_553; 
cluster_20672, 191114251416; NXGNTAA001; 40629931; , 4,antonline_945; buydig_122; macmall_266; pcmg_266; 
cluster_2942, 885170317512; CF54DX167KM; , 1,howardcomputer_633; 
cluster_3266, 741807522578; MK4M2LLA; , 1,bestbuy_154; 
cluster_22294, 889349717493; C213SAYS02; 40585630; 788808433; , 6,buydig_225; truecurate_83; antonline_1126; pcmg_444; bestbuy_305; walmart_431; 
cluster_10557, 824142151518; WE727RJ1082US; , 1,truecurate_278; 
cluster_21578, 191114297803; R5571TG57YD; , 5,truecurate_55; bestbuy_72; buydig_297; antonline_1138; abt_19; 
cluster_2628, 8J0LBEAUUCSZCJMJ; 887276214290; , 1,massgenie_646; 
cluster_8044, B071P6NN7F; 2BT32EAABD; , 1,gdxtech_11; 
cluster_10449, GETBB73C5AAEHXX; , 1,techcrave_2418; 
cluster_514, LEN20LD002TUS; , 1,techcrave_1331; 
cluster_12483, 192158506685; , 1,antonline_807; 
cluster_20037, 192545628495; 4HZ48UTABA; 41186227; , 3,antonline_95; howardcomputer_1821; pcmg_408; 
cluster_22520, 190781191001; 192545208598; 192651428880; 359223567; 14BA110NR; 3WE91UAABA; 193124681498; 20KN008GUS; 1BS16UT; , 18,antonline_480; buydig_362; antonline_801; macmall_580; walmart_220; techcrave_198; savingslots_603; bestbuy_674; truecurate_307; macmall_108; bestbuy_691; savingslots_408; truecurate_342; abt_54; savingslots_473; antonline_293; savingslots_538; antonline_351; 
cluster_2820, 689354194193; 202980827; , 1,walmart_403; 
cluster_11788, 885170291300; CF54F9792KM; , 1,howardcomputer_1473; 
cluster_14761, 884116293835; , 2,buydig_33; antonline_613; 
cluster_3863, 889955802699; , 1,antonline_1202; 
cluster_4746, PANCF54D100VM; , 1,techcrave_1445; 
cluster_13027, 4JC05UT; 192158890067; , 1,savingslots_211; 
cluster_2454, 824142151464; , 1,antonline_543; 
cluster_14823, 193124473772; 20MD002NUS; IN5PF049; , 2,antonline_583; microcart_190; 
cluster_7446, 4712900741032; 90NB0GU1M00170; NOT04313; , 1,cclonline_119; 
cluster_10240, IN4AT851; 20MM0000US; 192651115230; , 1,microcart_131; 
cluster_4116, 889349629949; , 1,techcrave_1811; 
cluster_11491, DC1BS52UTCA; 190781385745; , 1,kaizyr_73; 
cluster_5894, Z0UK9LLA; 190198614216; , 1,bestbuy_190; 
cluster_1236, 482229256; 889349993606; , 1,walmart_409; 
cluster_10977, 190781651987; , 1,techcrave_362; 
cluster_3763, ASWZ46KLD1LLKU2S; 884116317708; , 1,massgenie_903; 
cluster_2479, 747880448; 824142161739; , 1,walmart_396; 
cluster_7373, 81CA000CUS; 884116317708; , 1,savingslots_340; 
cluster_22137, 887276213767; SAXE510C24K1; 40644037; 716407; XE510C24K01US; , 6,buydig_40; pcmg_711; bhphotovideo_43; microcenter_3; abt_27; antonline_947; 
cluster_2647, 190781727101; , 1,techcrave_373; 
cluster_4463, FDR6U4OADZ9GKAFK; 192545006279; , 1,massgenie_633; 
cluster_8935, 41585145; 5MR34UTABA; , 1,pcmg_153; 
cluster_11890, 884116276715; , 1,rlsteinway_29; 
cluster_17799, 80TL00A9UK; 190940320013; NOT03606; , 2,box_0157; cclonline_21; 
cluster_10570, NOT05039; 2RR85EAABU; 192018555310; , 1,cclonline_172; 
cluster_15832, WT75007; 824142167281; , 2,macmall_488; howardcomputer_1747; 
cluster_1242, QRPO5FRDSRH3PMNH; , 1,massgenie_963; 
cluster_22537, 190781752608; 40601119; HEZBSG41MP2Q; DC1MP26UTCA; 8NNHRZIYRKKHKM0Z; HEZBSG41MP2K; 1MP26UTABA; 2UL93UT; , 9,sdicraft_492; pcmg_240; antonline_341; massgenie_455; sdicraft_444; macmall_314; buydig_189; kaizyr_216; savingslots_147; 
cluster_13578, 2LZ46USABA; 191628594993; , 1,howardcomputer_767; 
cluster_13752, 885170299627; CF54F1529VM; , 1,howardcomputer_483; 
cluster_13342, 3BG30UTABA; HE725G4G30UT; , 1,sdicraft_249; 
cluster_17395, I55797961GRYPUS; 884116275961; , 2,bestbuy_442; truecurate_51; 
cluster_13652, 825633414853; 9470M1545; , 1,bestbuy_642; 
cluster_10334, 190780339718; , 1,buydig_96; 
cluster_2692, NOT05198; 6JKRH; 5397184076347; , 1,cclonline_156; 
cluster_11969, YOGZO6WXQ3S54WDJ; 193015942080; , 1,massgenie_228; 
cluster_6463, B06XPHXZ7F; 602914361354; , 1,gdxtech_141; 
cluster_21029, 2DT94UTABA; 40630497; 191628129645; HE250G62DT94; , 4,bhphotovideo_84; sdicraft_191; pcmg_33; macmall_305; 
cluster_9357, PG7NN9L3WQIFMVMQ; 884116282983; , 1,massgenie_914; 
cluster_10604, 2VN05UT; 190781487401; , 1,savingslots_46; 
cluster_16910, 191114064283; 8ADIWC8OJJH2YQRN; GX79277BL; , 2,massgenie_28; bestbuy_86; 
cluster_8519, 889899926611; X1X60UAABA; , 1,howardcomputer_1807; 
cluster_618, LEN20KF005HUS; , 1,techcrave_1214; 
cluster_3120, 20MB001RUS; 193124795393; , 1,howardcomputer_967; 
cluster_11989, Z0TY|13GHz|8GB|512GB|SG|En; , 1,portableone_101; 
cluster_4913, 884116261407; , 1,techcrave_1924; 
cluster_7987, A7U2FFUTBPHEPDNS; 192545300162; , 1,massgenie_366; 
cluster_4522, 13868089; 889899422380; V2W66UTABA; , 1,pcmg_379; 
cluster_5544, 336166158; 45956794979; , 1,walmart_720; 
cluster_17857, 192563499671; , 2,abt_100; antonline_702; 
cluster_13812, NOT05501; 4719072593766; 9S716K722068; , 1,cclonline_180; 
cluster_10547, 41386980; 20KV000XUS; , 1,pcmg_260; 
cluster_5876, VX8B7G1A2F4A0BUS; , 1,howardcomputer_2205; 
cluster_363, 192330061568; , 1,techcrave_1316; 
cluster_14563, 887758434246; , 1,techcrave_426; 
cluster_13958, Z0TXMNYF24BH; APMBTXMNYF24; , 1,sdicraft_66; 
cluster_6770, 791841324; 884116275930; , 1,walmart_101; 
cluster_10550, AW15R47675SLV; 190780766521; , 1,savingslots_113; 
cluster_824, Z380MA2GR; ASZ380MA2GR; 889349399309; , 1,sdicraft_583; 
cluster_21631, 19D4E4B93D085BBF; 192330692984; SKS3L6VXW3HON4RZ; 81BV008KUS; 40989462; , 5,massgenie_904; antonline_875; pcmg_690; massgenie_835; macmall_405; 
cluster_9043, 714583731434; 118771380; , 1,walmart_757; 
cluster_5421, 2YG60PA; , 1,jw_112; 
cluster_1023, SNOINS235582SA; , 1,techcrave_2100; 
cluster_20308, 193015946156; 5JZ05UTABA; , 3,howardcomputer_1125; antonline_76; buydig_163; 
cluster_16132, NXVDFAA007; 713392874093; 4713392874093; 40272723; , 2,macmall_331; pcmg_150; 
cluster_20133, 191114249390; ACR751TC4XP; NXGPZAA001; , 3,buydig_296; antonline_938; bhphotovideo_146; 
cluster_9329, VX8B7R1AGF2B0AUS; , 1,howardcomputer_1243; 
cluster_8653, 649528762702; B00JCRZ6XS; CT2K102464BF186D; , 1,gdxtech_100; 
cluster_373, Z0V1|26GHz|560X|16GB|4TB|En; , 1,portableone_73; 
cluster_11147, 192330797139; , 1,techcrave_1270; 
cluster_7087, CF20A0004KM; , 1,portableone_251; 
cluster_13395, 41236366; 192651172097; 20M9000KUS; , 1,pcmg_124; 
cluster_8159, PS57HE-01N017EN; 4051528299281; , 1,box_0427; 
cluster_11643, 889899417423; , 1,techcrave_714; 
cluster_11251, 54392430; , 1,walmart_477; 
cluster_20876, 889899051023; HEZ15G3V2W12; HEZ15G3V2W1Q; HEZ15G3V2W1C; V2W12UTABA; XI6ZCILKDECPBWEP; , 4,sdicraft_408; sdicraft_377; sdicraft_406; massgenie_257; 
cluster_725, 886389036768; , 1,techcrave_1749; 
cluster_11071, 234642138; 689354195695; , 1,walmart_447; 
cluster_3803, PAGXCPVA5EIDNZL4; 192651172004; , 1,massgenie_158; 
cluster_3923, LEN20L7004KUS; , 1,techcrave_1285; 
cluster_983, 40822941; 192018001305; 2LV60UAABA; , 1,pcmg_719; 
cluster_4362, 190781327929; , 1,techcrave_316; 
cluster_12799, 889661174288; JIXLTRLDOEMZW4AR; , 1,massgenie_537; 
cluster_2709, F556UAAB54BL; B07239QH2C; , 1,nautilusnet_46; 
cluster_13718, 4712900756654; 90NX0141M03080; NOT04293; , 1,cclonline_129; 
cluster_10181, 191114575475; , 1,techcrave_1647; 
cluster_18348, 191114470947; 40811274; NXGP6AA004; , 2,buydig_298; pcmg_612; 
cluster_7054, SNOLAT239981SA; , 1,techcrave_2170; 
cluster_9638, TSHPT472U03601V; , 1,techcrave_1608; 
cluster_5777, 974007492; 191628345625; , 1,walmart_88; 
cluster_7604, 192651115131; , 1,antonline_759; 
cluster_21346, 889842255997; DAJ00041; MIDAJ00041; , 4,sdicraft_157; antonline_12; bestbuy_858; buydig_108; 
cluster_4144, G4Q08USABA; 888182813133; , 1,howardcomputer_1423; 
cluster_18199, 192018324794; , 2,antonline_372; techcrave_74; 
cluster_3081, TP510UFE8023R; 4712900989922; , 1,jw_33; 
cluster_10117, 192563481713; 961848250; , 1,walmart_6; 
cluster_18739, 1NW59UTABA; 1NW59UT; 190781963479; 40583112; HECBX3601N59; , 3,bhphotovideo_105; pcmg_586; truecurate_118; 
cluster_2449, 20LS0007US; 192158560823; , 1,howardcomputer_827; 
cluster_18410, 192018832039; 3JZ54AWABA; , 2,macmall_655; howardcomputer_897; 
cluster_7662, 812177027625; 8460PI525450010; , 1,bestbuy_625; 
cluster_11407, 4WFF0; 884116282976; , 1,howardcomputer_305; 
cluster_12581, 190780485002; , 1,techcrave_806; 
cluster_14197, NXEF2AA002; ACC740C4PE; , 1,bhphotovideo_137; 
cluster_15566, PC50992; 41039304; , 2,macmall_144; pcmg_91; 
cluster_14500, SNOINS237962PC; , 1,techcrave_2111; 
cluster_10066, ZA150015GB; 190404839358; , 1,box_0507; 
cluster_1353, 742018826; 884116294221; , 1,walmart_59; 
cluster_1554, 643907573507; ME664LLA8; , 1,bestbuy_257; 
cluster_14431, NX.GR7EK.005; 4713883492324; , 1,box_0386; 
cluster_2076, 609223896; 788619244762; , 1,walmart_594; 
cluster_9796, 191800924273; , 1,antonline_670; 
cluster_8046, 192018058385; DC2UL87UTCA; , 1,kaizyr_205; 
cluster_4764, 190793723160; 667173123; , 1,walmart_778; 
cluster_1536, 191545119729; , 1,techcrave_1147; 
cluster_21467, 889349859827; 6CW1CAJFBBIOEZA1; 90NB0FL2M09410; , 4,antonline_917; techcrave_1824; massgenie_763; macmall_568; 
cluster_6034, 191628999101; 13AE011DX; , 1,bestbuy_700; 
cluster_17685, 192158853413; 20M7000MUS; 80WK001LUS; , 2,howardcomputer_1951; savingslots_350; 
cluster_19131, 192545310796; NIJK8NNOBUUCSSCU; , 3,buydig_367; techcrave_100; massgenie_687; 
cluster_3119, 885170285118; CF54D5900KM; , 1,howardcomputer_497; 
cluster_581, 841631128073; NXGU7AA001; , 1,bestbuy_15; 
cluster_13166, 884116294559; 236195635; , 1,walmart_73; 
cluster_8479, B01M9I8K64; , 1,nautilusnet_38; 
cluster_72, LEN20L50015US; , 1,techcrave_1262; 
cluster_6347, 41533906; 5LD48USABA; , 1,pcmg_88; 
cluster_7607, X500JMPS2014; , 1,portableone_351; 
cluster_9088, VWR122|4GB; , 1,portableone_348; 
cluster_13879, 649532606528; DCCPUAC1U1300CA; , 1,kaizyr_190; 
cluster_3645, 603813081978; IN9U2201; 10XRQ1BLK; , 1,microcart_146; 
cluster_15965, GE63RAIDERRGB012; 824142159699; , 2,truecurate_367; bestbuy_906; 
cluster_7455, 4719072568351; GE638RE090AU; , 1,jw_178; 
cluster_3278, FUJBUF0030000WAAAHQ; , 1,techcrave_902; 
cluster_6928, 1BT00UT; 888863591480; , 1,electronicsface_81; 
cluster_21594, 190198705488; 41631398; MREE2LLA; , 5,pcmg_340; abt_103; bestbuy_182; portableone_5; macmall_193; 
cluster_13414, 192574631; 741807520758; , 1,walmart_414; 
cluster_3852, 884116293330; , 1,galleon_83; 
cluster_21604, 884116261827; 512383295; CRM318083C80; 83C80; DECB1183C80; , 5,walmart_154; bestbuy_374; buydig_45; bhphotovideo_78; antonline_1169; 
cluster_1522, 889894872500; V1H24UAABA; , 1,macmall_612; 
cluster_3805, 3OQTML3UYKDRGBWE; 190781978909; , 1,massgenie_182; 
cluster_9998, X540NA-GQ232T; 4718017066839; , 1,box_0480; 
cluster_17583, NXGS5AA002; 191114562116; 40897725; , 2,pcmg_249; macmall_90; 
cluster_7657, 190780779729; 242002421; , 1,walmart_915; 
cluster_18319, 20KN003UUS; IN2PR272; 192158696720; , 2,howardcomputer_665; microcart_156; 
cluster_13808, KJV00001; 889842369793; , 1,bestbuy_900; 
cluster_12242, 889349539163; , 1,techcrave_1797; 
cluster_4025, SF51452T82WQ; 191114450635; , 1,truecurate_43; 
cluster_13422, SAMCHBS2; 604714513629; , 1,bestbuy_950; 
cluster_12230, NOT05575; 4718017072694; X540LADM1052T; , 1,cclonline_1; 
cluster_5344, 190198313874; MPF12LLA; APIPPW2510G; , 1,sdicraft_625; 
cluster_9555, LATI559152N1K; 192330092630; , 1,savingslots_71; 
cluster_18367, GP63602; 824142169261; , 2,cukusa_21; howardcomputer_1653; 
cluster_58, 191376431984; , 1,antonline_1152; 
cluster_4863, LEN20EQS1QC00A; , 1,techcrave_1123; 
cluster_17299, MCZ00001; MISG4128; 889842309706; , 2,bhphotovideo_5; bestbuy_872; 
cluster_12833, MV9P16H4VVXLBU1A; 816729020850; , 1,massgenie_76; 
cluster_731, 888462866019; 1BS99UT; , 1,electronicsface_95; 
cluster_4859, 2894C9ACF9B3F248; 888863680719; , 1,massgenie_838; 
cluster_13601, 40970732; 884116279099; RG17; , 1,pcmg_211; 
cluster_10168, E36ECE749C3ABF38; 889899048542; , 1,massgenie_573; 
cluster_1805, Z0V8278512SG; 41418409; , 1,pcmg_67; 
cluster_5441, 889661155133; , 1,techcrave_1558; 
cluster_6205, G92DV; 5397184081570; , 1,box_0289; 
cluster_5983, 661541428885; ATALZUSCDFXMG1F8; , 1,massgenie_193; 
cluster_8863, GETBE23LRDAEDXX; , 1,techcrave_2554; 
cluster_5655, 4NH69UTABA; 192545798266; , 1,macmall_489; 
cluster_14169, 4SX96UT; 884116254799; , 1,electronicsface_83; 
cluster_6613, HPI4RB08UTABA; , 1,techcrave_126; 
cluster_9258, 192018765122; 14CA061DX; , 1,bestbuy_568; 
cluster_8086, 1BS97UAABA; 190781487227; , 1,howardcomputer_1231; 
cluster_4546, FUJBUT0010000WAAADC; , 1,techcrave_919; 
cluster_12480, 889661158172; PT261U04T006; , 1,macmall_547; 
cluster_11482, 824142168110; WE73263; , 1,howardcomputer_2303; 
cluster_16907, 824142161388; GT75TITAN057; , 2,bestbuy_923; antonline_1023; 
cluster_11821, 885170303546; CF20C502VM; PACF20C502VM; , 1,sdicraft_374; 
cluster_77, 192545210959; 2F07F929197EC617; , 1,massgenie_116; 
cluster_122, 5HT14UTABA; 41554949; , 1,pcmg_451; 
cluster_711, RNSG4NI8IIR4SOFU; , 1,massgenie_609; 
cluster_8709, B071SD49XT; 1UQ32EAABD; , 1,gdxtech_16; 
cluster_14323, SNOLAT239679SA; , 1,techcrave_2168; 
cluster_17335, PC51318; 41427070; 825633457355; , 2,macmall_85; pcmg_244; 
cluster_3948, 887899660955; DCNPADT0A010CA; , 1,kaizyr_78; 
cluster_6511, SABRE15KV8CF1; NOT05293; 4719331945299; , 1,cclonline_28; 
cluster_19993, 884116260202; PXP7J; LATI5580UPXP7J; , 3,howardcomputer_157; techcrave_2183; truecurate_181; 
cluster_13843, 912260911; 686727716488; , 1,walmart_674; 
cluster_18302, 884116297239; , 2,buydig_433; antonline_967; 
cluster_9948, NOT04877; NXVGAEK009; 4713883540568; , 1,cclonline_103; 
cluster_1309, HPIY3R70UCABA; , 1,techcrave_802; 
cluster_12449, 715663002444; , 1,buydig_117; 
cluster_11492, 192651171373; , 1,antonline_777; 
cluster_12120, Z0VE|16GHz|8GB|256GB|En; , 1,portableone_27; 
cluster_5346, 41089406; 824142159675; GE73RGB013; , 1,pcmg_252; 
cluster_4339, SE1NCDDAEGPO; , 1,portableone_277; 
cluster_18455, 889899637685; V1H16UT; W0T02UTABA; , 2,savingslots_388; bestbuy_556; 
cluster_18869, 889899925317; X1X64UTABA; 40062667; 3YE60UT; , 3,antonline_447; savingslots_270; pcmg_84; 
cluster_8576, 490115146; 192545191555; , 1,walmart_923; 
cluster_10599, GETAFSPCX500G2; , 1,techcrave_2250; 
cluster_20780, 884116281207; 8FTTT; 378F98602300E971; DEP35208FTTT; , 4,antonline_1098; sdicraft_514; massgenie_465; techcrave_1976; 
cluster_9232, GETBB73DCDAEDXX; , 1,techcrave_2431; 
cluster_20957, 192330705899; 81DM0002US; , 4,techcrave_276; howardcomputer_1631; macmall_402; antonline_763; 
cluster_5322, 1FX41UTABA; 4950; , 1,nautilusnet_17; 
cluster_9969, 4713392559983; NOT03026; NXGC2EK004; , 1,cclonline_163; 
cluster_22325, 889349505397; AST101HAC4GR; T101HAC4GR; DCT101HAC4GRCA; , 7,bhphotovideo_32; kaizyr_1; sdicraft_312; antonline_1192; savingslots_641; bestbuy_324; truecurate_8; 
cluster_6983, Z0V00005Y; , 1,portableone_52; 
cluster_15770, 192018167100; , 2,buydig_389; antonline_250; 
cluster_10624, DCTB3DK2DPPDCA; 65030868426; , 1,kaizyr_186; 
cluster_14764, 652012813613; H840TG2I78256WP; 41585859; , 2,macmall_190; pcmg_338; 
cluster_9918, A3HVUMAJMVRXBHNA; 884116298403; , 1,massgenie_700; 
cluster_11403, 889349784839; 235307507; , 1,walmart_350; 
cluster_10050, 638698027; 825633446427; , 1,walmart_561; 
cluster_12399, NOT05003; 4712900993868; GL703GMEE014T; , 1,cclonline_107; 
cluster_15329, DAL00001; MISLI78512; 889842227512; , 2,bestbuy_877; sdicraft_163; 
cluster_6510, INUX1946; 858603004112; WFG7DRK003PNK; , 1,microcart_184; 
cluster_4406, 4718017047142; 192876047149; TP401NA-EC007T; , 1,box_0459; 
cluster_3498, 886227509331; , 1,techcrave_1835; 
cluster_3164, 193015916593; , 1,antonline_50; 
cluster_9809, HPIL6M85UCABA; , 1,techcrave_595; 
cluster_3103, FJZ00001; 889842193336; , 1,bestbuy_894; 
cluster_53, HPI1QF20USABA; , 1,techcrave_376; 
cluster_10507, 1KV24UAABA; 190781857228; , 1,howardcomputer_757; 
cluster_17309, 191999591973; 20KD0019US; , 2,techcrave_1198; howardcomputer_1673; 
cluster_5984, 192545301534; , 1,buydig_320; 
cluster_14638, 49924097; 825633350427; , 1,walmart_818; 
cluster_8909, 41417584; PC51271; , 1,pcmg_132; 
cluster_1553, HE830G53PY99; 192018986503; 3PY99UTABA; , 1,sdicraft_285; 
cluster_18397, 81B5000KUS; 191927959844; , 2,truecurate_37; bestbuy_835; 
cluster_2290, 192076354962; , 1,antonline_775; 
cluster_14314, 190781540441; B01N6WTIJ7; 1DL27EAABD; , 1,gdxtech_149; 
cluster_17759, 1BS45UTABA; 190781385455; 40445444; HE850G41BS45; , 2,pcmg_677; sdicraft_238; 
cluster_2804, SNOY9F98UTRABA; , 1,techcrave_819; 
cluster_21111, 1BS51UTABA; 190781385721; 1BS52UTABA; 40435557; HE850G41BS52; HE850G41BS51; 190781385745; , 4,sdicraft_183; howardcomputer_283; sdicraft_134; pcmg_581; 
cluster_1323, 3RS36PA; , 1,jw_115; 
cluster_5336, 1WY59EAABU; NOT04488; 191628128600; , 1,cclonline_7; 
cluster_9617, 888793194669; , 1,techcrave_528; 
cluster_1909, 190793581456; 181286312; , 1,walmart_608; 
cluster_10750, 248482888; , 1,walmart_836; 
cluster_21936, 20KV000YUS; 192563419525; 889894869050; IN5JT181; 41386981; , 5,bestbuy_806; savingslots_459; macmall_116; microcart_211; pcmg_265; 
cluster_7714, IN3GQ373; HU4P401EB; 810033030574; , 1,microcart_44; 
cluster_17779, 886598055390; , 2,antonline_500; galleon_15; 
cluster_22219, 884116282815; LATI54906J9XN; S510UNDB55; , 6,techcrave_1963; savingslots_489; truecurate_82; bestbuy_464; buydig_143; antonline_1061; 
cluster_524, DEP3520XJJNW; 884116281221; XJJNW; , 1,sdicraft_566; 
cluster_2060, 644688619; 884116294061; , 1,walmart_267; 
cluster_3914, HPIX9P01USABA; , 1,techcrave_775; 
cluster_2217, VM3W2M1A1AUS1EA1; , 1,howardcomputer_935; 
cluster_6916, 190781591917; , 1,techcrave_338; 
cluster_12403, MFBZHRWYJKEILSQM; , 1,massgenie_231; 
cluster_3648, 825633455207; E644031196; , 1,bestbuy_491; 
cluster_2065, 193124479071; , 1,antonline_693; 
cluster_12454, 191927875021; , 1,techcrave_1181; 
cluster_8105, 885170300125; CF54F5886KM; , 1,howardcomputer_505; 
cluster_10064, 884116256137; I3552C137BLK; , 1,truecurate_384; 
cluster_22575, 889349335253; 13816654; 52051887; D44PV; C202SAYS02; B06X9QQ8YS; , 10,pcmg_593; truecurate_188; macmall_595; savingslots_647; howardcomputer_195; electronicsface_102; galleon_5; abt_5; antonline_1198; walmart_785; 
cluster_21851, 889349679296; C101PADB02; 772942952; ASC101PADB02; , 5,bhphotovideo_52; howardcomputer_325; abt_17; antonline_937; walmart_332; 
cluster_2120, 340476082; 825633454866; , 1,walmart_871; 
cluster_11185, HEZB17G4VM74; 2VM74UTABA; , 1,sdicraft_448; 
cluster_9409, SNOINS234495SA; , 1,techcrave_2092; 
cluster_12842, SNMSJPLSFKLHMOXK; 192545300148; , 1,massgenie_594; 
cluster_19859, 192545208192; 356882632; 15DB0020NR; , 3,buydig_379; truecurate_451; walmart_314; 
cluster_20428, 190781337669; UX360UAAS78T; B0713YDTDW; 1FX41UTABA; , 3,nautilusnet_82; antonline_408; howardcomputer_551; 
cluster_7861, 686683320; 191545887413; , 1,walmart_45; 
cluster_10432, 3RF06UT; 192330207072; , 1,savingslots_250; 
cluster_10919, NX.GSUEK.017; 5055792330854; , 1,box_0390; 
cluster_1842, 845131; XXPKH; 884116282822; , 1,microcenter_36; 
cluster_7123, 657597276921; MD102LLA; , 1,bestbuy_203; 
cluster_7726, LEN20LD002SUS; , 1,techcrave_1330; 
cluster_8761, 192018935372; 3KY20ET#ABU; , 1,box_0116; 
cluster_20341, SF3145250KE; 192651232142; 191114451137; , 3,bestbuy_116; savingslots_523; truecurate_508; 
cluster_1384, 955904502; 190781826712; , 1,walmart_72; 
cluster_7970, 4713883736053; NX.EFHEK.017; , 1,box_0364; 
cluster_13610, SNOLAT220539SA; , 1,techcrave_2153; 
cluster_1697, PANCF54EP143VM; , 1,techcrave_1484; 
cluster_10345, PACF54C001KM; CF54F0001KM; , 1,sdicraft_125; 
cluster_11708, XB8U3DIAEEXX; , 1,portableone_358; 
cluster_11305, 192330615747; 2UE44UT; , 1,savingslots_21; 
cluster_9908, HIKBPBCABCTDMO0H; 192018058491; , 1,massgenie_295; 
cluster_11199, G959373N6; 191114036754; , 1,truecurate_522; 
cluster_12968, 191200614460; 20HR002BUK; , 1,box_0027; 
cluster_249, DC2WM63UTBCA; 192018169159; , 1,kaizyr_163; 
cluster_9199, 191114154328; 468473528; , 1,walmart_32; 
cluster_9272, 472000004331; , 1,antonline_916; 
cluster_1864, 858603004914; 7DRKQPINK; INYU5493; , 1,microcart_12; 
cluster_4701, NXGKPAA002; 841631114434; , 1,bestbuy_42; 
cluster_560, 884116276685; 302715495; , 1,walmart_662; 
cluster_1815, WE627RJ1833US; 824142142639; , 1,truecurate_504; 
cluster_6864, LEN20KN0040US; , 1,techcrave_1246; 
cluster_3234, GETBA7325DAEDXX; , 1,techcrave_2267; 
cluster_9524, HPIP7M74UPABA; , 1,techcrave_670; 
cluster_5399, EEWX2PYRSVHUXLXN; , 1,massgenie_60; 
cluster_12194, GL702VM-GC137T; 4712900728545; , 1,box_0295; 
cluster_9818, NHQ2LSA002C77; 4713883355629; , 1,jw_14; 
cluster_4937, CF54F900VM; 885170319165; PACF54F900VM; , 1,sdicraft_197; 
cluster_13913, XMGP707qyz; B01MY52LL7; 4250519946771; , 1,gdxtech_168; 
cluster_5651, LEN20M50040US; , 1,techcrave_1400; 
cluster_5216, NOT05466; 4C15R; 5397184034583; , 1,cclonline_71; 
cluster_17358, 80XL03JBUS; 192651231978; 192076354962; , 2,savingslots_460; howardcomputer_1311; 
cluster_5319, UCGKNSY0K01DKESU; 192876068564; , 1,massgenie_325; 
cluster_13243, 20M90023US; 192651807487; , 1,howardcomputer_1619; 
cluster_1080, HE745G4G33UT; 3BG33UTABA; , 1,sdicraft_242; 
cluster_14759, 1BS97UTABA; HE1030G21B97; 190781487241; , 2,howardcomputer_291; sdicraft_315; 
cluster_13470, 114916309; 643648019005; , 1,walmart_439; 
cluster_5063, LEN20KH002JUS; , 1,techcrave_189; 
cluster_18528, 824142164730; WS63024; , 2,macmall_436; antonline_813; 
cluster_9109, ACNXGVZAA007; NXGVZAA007; , 1,bhphotovideo_151; 
cluster_3658, 825633457294; PC51312; , 1,macmall_253; 
cluster_10462, CF3110476KM; , 1,portableone_152; 
cluster_592, 192076569410; 20J40040US; , 1,howardcomputer_2057; 
cluster_7480, HPIZ3U22USABA; , 1,techcrave_824; 
cluster_8003, 192545947855; 41217585; 4RA10UTABA; , 1,pcmg_524; 
cluster_5260, 814855024025; RZ0901663E52R3U1; , 1,bestbuy_945; 
cluster_7646, NXQ05AA002; 888863387007; , 1,truecurate_435; 
cluster_17820, PC51087; 40861682; 825633437531; , 2,pcmg_65; macmall_55; 
cluster_21938, 884116298458; VUEXPEG1M9BAJWEU; K9W7DMRPQX8HFWNX; 6TDK4; , 5,buydig_437; howardcomputer_873; massgenie_218; antonline_752; massgenie_272; 
cluster_8305, 192330062152; , 1,antonline_1026; 
cluster_8967, 9883; 3PY97UTABA; , 1,nautilusnet_27; 
cluster_20299, 884116283577; P8OCHXKBJLX4RT8J; , 3,massgenie_335; techcrave_1992; rlsteinway_39; 
cluster_3945, 9S7-16J962-1868; 4719072537555; , 1,box_0200; 
cluster_1698, NHQ2RAA001; 191114273364; , 1,macmall_65; 
cluster_3864, 40806619; PC51045; , 1,pcmg_305; 
cluster_17834, PC51186; 41175359; 825633443464; , 2,macmall_181; pcmg_61; 
cluster_20398, 889899065457; V1P93UTABA; 13773301; HE1040G3V1P9; , 3,antonline_226; pcmg_471; sdicraft_118; 
cluster_21475, 191628887606; 40789345; 2SG41UTABA; , 4,techcrave_45; antonline_262; pcmg_138; buydig_507; 
cluster_10788, 192545957496; AW15R47736SLV; , 1,savingslots_96; 
cluster_6665, 657597276952; MD318LLA; , 1,bestbuy_273; 
cluster_9682, 9S7-17A311-046; 4719072568412; , 1,box_0239; 
cluster_12584, 191628612697; 17U220NR; , 1,truecurate_132; 
cluster_11187, 191200988769; 20J8000WUS; , 1,howardcomputer_629; 
cluster_5557, 885170299825; CF54F3023KM; , 1,howardcomputer_501; 
cluster_10578, 840G11580; 825633402270; , 1,bestbuy_612; 
cluster_14487, ACBTMP255BT0PACCS; , 1,techcrave_864; 
cluster_2788, 889894305770; 46429958; , 1,walmart_85; 
cluster_12703, Z0U2MNYL22BH; APMBU2MNYL22; , 1,sdicraft_83; 
cluster_7501, SNO1BS99UTRABA; , 1,techcrave_306; 
cluster_13635, 191200989469; , 1,antonline_1127; 
cluster_1569, 191376095421; 80XM0002US; , 1,truecurate_437; 
cluster_2051, 723493598; , 1,walmart_206; 
cluster_8522, LEN20LD002QUS; , 1,techcrave_1328; 
cluster_9602, 131901815; 741807520925; , 1,walmart_168; 
cluster_12334, B01N8THSAN; 4260192051822; , 1,gdxtech_90; 
